assessmentIdentifier,edfi_descriptor
WIForward_ELA,"uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment"
WIForward_MTH,"uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment"
WIForward_SCN,"uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment"
WIForward_SS,"uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment"
