assessmentIdentifier,edfi_descriptor
WIForward_ELA,"uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts"
WIForward_MTH,"uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics"
WIForward_SCN,"uri://ed-fi.org/AcademicSubjectDescriptor#Science"
WIForward_SS,"uri://ed-fi.org/AcademicSubjectDescriptor#Social Studies"
