codeValue,description,namespace,shortDescription
Category,Indicates whether the student has been awarded a diploma or received individual course results only,uri://ibo.org/AssessmentReportingMethodDescriptor,Category
Subject Group,Subject Group,uri://ibo.org/AssessmentReportingMethodDescriptor,Subject Group
Level,Course level,uri://ibo.org/AssessmentReportingMethodDescriptor,Level
Predicted Grade,Predicted Grade,uri://ibo.org/AssessmentReportingMethodDescriptor,Predicted Grade
Subject Grade,Subject Grade,uri://ibo.org/AssessmentReportingMethodDescriptor,Subject Grade
EE/TOK Bonus Points,Diploma Level; a whole number from 1 to 3 awarded based on the combination of letter grades (A to E) received for Extended Essay and Theory of Knowledge,uri://ibo.org/AssessmentReportingMethodDescriptor,EE/TOK Bonus Points
Total Points,Diploma Level; a whole number from 1 to 45 equal to the sum of all subject grades and EE / TOK points,uri://ibo.org/AssessmentReportingMethodDescriptor,Total Points
Diploma Result Code,Diploma Level; result code,uri://ibo.org/AssessmentReportingMethodDescriptor,Diploma Result Code
