assessmentIdentifier,codeValue,description,namespace,shortDescription
FastBridge_CBMreading,Advanced,Advanced,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,Advanced
FastBridge_CBMreading,lowRisk,Low Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,Low Risk
FastBridge_CBMreading,someRisk,Some Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,Some Risk
FastBridge_CBMreading,highRisk,High Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,High Risk
