assessmentIdentifier,edfi_descriptor
WIN_Soft_Skills,uri://ed-fi.org/GradeLevelDescriptor#Eleventh grade
WIN_Soft_Skills,uri://ed-fi.org/GradeLevelDescriptor#Twelfth grade
WIN_Academic_Skills,uri://ed-fi.org/GradeLevelDescriptor#Eleventh grade
WIN_Academic_Skills,uri://ed-fi.org/GradeLevelDescriptor#Twelfth grade
