codeValue,description,namespace,shortDescription
Scale Score,Scale Score,uri://www.caaspp-elpac.org/AssessmentReportingMethodDescriptor,Scale Score
Scale Score Standard Error,Scale Score Standard Error,uri://www.caaspp-elpac.org/AssessmentReportingMethodDescriptor,Scale Score Standard Error
Scale Score Achievement Level,Scale Score Achievement Level,uri://www.caaspp-elpac.org/AssessmentReportingMethodDescriptor,Scale Score Achievement Level
