codeValue,description,namespace,shortDescription
Unlikely to obtain an NCRC,Unlikely to obtain an NCRC,uri://act.org/PerformanceLevelDescriptor,Unlikely to obtain an NCRC
Likely to obtain a Bronze level NCRC,Likely to obtain a Bronze level NCRC,uri://act.org/PerformanceLevelDescriptor,Likely to obtain a Bronze level NCRC
Likely to obtain a Silver level NCRC,Likely to obtain a Silver level NCRC,uri://act.org/PerformanceLevelDescriptor,Likely to obtain a Silver level NCRC
Likely to obtain a Gold level NCRC,Likely to obtain a Gold level NCRC,uri://act.org/PerformanceLevelDescriptor,Likely to obtain a Gold level NCRC
Likely to obtain a Platinum level NCRC,Likely to obtain a Platinum level NCRC,uri://act.org/PerformanceLevelDescriptor,Likely to obtain a Platinum level NCRC
At or Above Readiness Benchmark,At or Above Readiness Benchmark,uri://act.org/PerformanceLevelDescriptor,At or Above Readiness Benchmark
