assessmentIdentifier,assessmentTitle,namespace,assessmentCategoryDescriptor,assessmentReportingMethodDescriptor
KRA,Kindergarten Readiness Assessment,uri://pd.kready.org,uri://pd.kready.org/AssessmentCategoryDescriptor#Readiness,Scale Score
