codeValue,description,namespace,shortDescription
PercCorr,Percent Correct,uri://instructure.com/AssessmentReportingMethodDescriptor,Percent Correct
AchLev,Achievement Level,uri://instructure.com/AssessmentReportingMethodDescriptor,Achievement Level
AchLevExt,Achievement Level Ext,uri://instructure.com/AssessmentReportingMethodDescriptor,Achievement Level Ext
SuggNMark,Suggested N Mark,uri://instructure.com/AssessmentReportingMethodDescriptor,Suggested N Mark
SuggLMark,Suggested L Mark,uri://instructure.com/AssessmentReportingMethodDescriptor,Suggested L Mark
