codeValue,description,namespace,shortDescription
Monitor,Student is approaching the On Track score for children under four years old. Continue to monitor and support the student in this learning area.,uri://www.cliengage.org/TX-KEA/Assessment/PerformanceLevelDescriptor,Monitor
Needs Support,Student scored below the expected range for this age group and additional support is recommended.,uri://www.cliengage.org/TX-KEA/Assessment/PerformanceLevelDescriptor,Needs Support
On Track,Student's score is On Track or within the expected range.,uri://www.cliengage.org/TX-KEA/Assessment/PerformanceLevelDescriptor,On Track
