codeValue,description,namespace,shortDescription
Fall,Fall assessment period,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Fall
Winter,Winter assessment period,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Winter
Spring,Spring assessment period,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Spring
Summer,Summer assessment period,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Summer
Screening Period 4,Screening Period 4,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Screening Period 4
Screening Period 5,Screening Period 5,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Screening Period 5
