codeValue,description,namespace,shortDescription
Assessment Measure Level,Assessment Measure Level,uri://dibels.uoregon.edu/assessment/idel/AssessmentReportingMethodDescriptor,Assessment Measure Level
Assessment Measure Score,Assessment Measure Score,uri://dibels.uoregon.edu/assessment/idel/AssessmentReportingMethodDescriptor,Assessment Measure Score
Benchmark Period,Benchmark Period,uri://dibels.uoregon.edu/assessment/idel/AssessmentReportingMethodDescriptor,Benchmark Period
