codeValue,description,namespace,shortDescription
ScaleScore,The assessment is reported using a scale score.,uri://renaissance.com/products/myigdis-for-preschool/AssessmentReportingMethodDescriptor,Scale Score
PerformanceLevel,The assessment is reported using performance levels.,uri://renaissance.com/products/myigdis-for-preschool/AssessmentReportingMethodDescriptor,Proficiency level
