codeValue,description,namespace,shortDescription
Result,Result,<NAMESPACE_PREFIX>/Cambridge Assessments/AssessmentReportingMethodDescriptor,Result
Level,Level,<NAMESPACE_PREFIX>/Cambridge Assessments/AssessmentReportingMethodDescriptor,Level
