descriptor,namespace,codevalue,shortdescription,description,effectivebegindate,effectiveenddate,date submitted to EA,notes
reasonExitedDescriptors,uri://sedm.edfacts.gov/ReasonExitedDescriptor,NS,No-Show,No-Show,11/1/2025,,,
reasonExitedDescriptors,uri://sedm.edfacts.gov/ReasonExitedDescriptor,W20,Withdrawn/Unknown Status,Withdrawn/Unknown Status,11/1/2025,,,
reasonExitedDescriptors,uri://sedm.edfacts.gov/ReasonExitedDescriptor,W22,Transfer/Out of District,Transfer/Out of District,11/1/2025,,,
reasonExitedDescriptors,uri://sedm.edfacts.gov/ReasonExitedDescriptor,W25,Withdrawn/Home Schooled,Withdrawn/Home Schooled,11/1/2025,,,
reasonExitedDescriptors,uri://sedm.edfacts.gov/ReasonExitedDescriptor,W31,Withdrawn/Juvenile Corrections,Withdrawn/Juvenile Corrections,11/1/2025,,,
reasonExitedDescriptors,uri://sedm.edfacts.gov/ReasonExitedDescriptor,W24,Moved Out of District/School Unknown,Moved Out of District/School Unknown,11/1/2025,,,
reasonExitedDescriptors,uri://sedm.edfacts.gov/ReasonExitedDescriptor,W10,Transfer/In-District,Transfer/In-District,11/1/2025,,,
reasonExitedDescriptors,uri://sedm.edfacts.gov/ReasonExitedDescriptor,W23,Transfer/Adult Education,Transfer/Adult Education,11/1/2025,,,
