assessmentIdentifier,assessmentTitle,assessmentFamily,assessmentNamespace,academicSubjectDescriptor,assessmentCategoryDescriptor,joinKey
SC_PTA,SC Performance Task Assessment,Performance Task Assessment,uri://c2five.com/Assessment/PTA,uri://ed.sc.gov/AcademicSubjectDescriptor#Composite,uri://c2five.com/Assessment/PTA/AssessmentCategoryDescriptor#PTA,Key
