assessmentIdentifier,assessmentTitle,namespace,assessmentCategoryDescriptor
NWEA-MAP,NWEA MAP,uri://www.nwea.org/map/Assessment,uri://ed-fi.org/AssessmentCategoryDescriptor#Other
