codeValue,description,namespace,shortDescription
PercCorr,Percent Correct,uri://instructure.com/AssessmentReportingMethodDescriptor,Percent Correct
AchLev,Achievement Level,uri://instructure.com/AssessmentReportingMethodDescriptor,Achievement Level
AchLevExt,Achievement Level Ext,uri://instructure.com/AssessmentReportingMethodDescriptor,Achievement Level Ext
SuggNMark,Suggested Number Mark,uri://instructure.com/AssessmentReportingMethodDescriptor,Suggested Number Mark
SuggLMark,Suggested Letter Mark,uri://instructure.com/AssessmentReportingMethodDescriptor,Suggested Letter Mark
