codeValue,description,namespace,shortDescription
Y,Yes,uri://collegeboard.org/PerformanceLevelDescriptor,Yes
N,No,uri://collegeboard.org/PerformanceLevelDescriptor,No
1,1,uri://collegeboard.org/PerformanceLevelDescriptor,1
2,2,uri://collegeboard.org/PerformanceLevelDescriptor,2
3,3,uri://collegeboard.org/PerformanceLevelDescriptor,3
4,4,uri://collegeboard.org/PerformanceLevelDescriptor,4
