assessmentIdentifier,codeValue,description,namespace,shortDescription
FastBridge_AUTOreading,lowRisk,Low Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,Low Risk
FastBridge_AUTOreading,someRisk,Some Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,Some Risk
FastBridge_AUTOreading,highRisk,High Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,High Risk
