assessmentIdentifier,codeValue,description,namespace,shortDescription
FastBridge_AUTOreading,Fall,Fall,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Fall
FastBridge_AUTOreading,Winter,Winter,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Winter
FastBridge_AUTOreading,Spring,Spring,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Spring
FastBridge_AUTOreading,Screening Period 4,Screening Period 4,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Screening Period 4
FastBridge_AUTOreading,Screening Period 5,Screening Period 5,uri://fastbridge.org/assessment/AssessmentPeriodDescriptor,Screening Period 5
