codeValue,description,namespace,shortDescription
Level 1,Level 1,uri://ed.sc.gov/PerformanceLevelDescriptor,Level 1
Level 2,Level 2,uri://ed.sc.gov/PerformanceLevelDescriptor,Level 2
Level 3,Level 3,uri://ed.sc.gov/PerformanceLevelDescriptor,Level 3
Level 4,Level 4,uri://ed.sc.gov/PerformanceLevelDescriptor,Level 4
Insufficient to score,Insufficient to score,uri://ed.sc.gov/PerformanceLevelDescriptor,Insufficient to score
