assessmentIdentifier,codeValue,description,namespace,shortDescription
Fastbridge_earlyReadingSpanish,lowRisk,Low Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,Low Risk
Fastbridge_earlyReadingSpanish,someRisk,Some Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,Some Risk
Fastbridge_earlyReadingSpanish,highRisk,High Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,High Risk
Fastbridge_earlyReadingSpanish,AV,AV,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,AV
