assessmentIdentifier,assessmentTitle,namespace,assessmentCategoryDescriptor,academicSubjectDescriptor
FastBridge_earlyReadingSpanish,FastBridge Early Reading Spanish,uri://fastbridge.org/assessment,uri://ed-fi.org/AssessmentCategoryDescriptor#Early Learning - Language and literacy development,uri://ed-fi.org/AcademicSubjectDescriptor#Reading
