assessmentIdentifier,edfi_descriptor
CAINC-IREADY-DIAGNOSTIC-ELA,uri://ed-fi.org/AssessmentCategoryDescriptor#Diagnostic
CAINC-IREADY-DIAGNOSTIC-MATH,uri://ed-fi.org/AssessmentCategoryDescriptor#Diagnostic
