codeValue,description,namespace,shortDescription
Did not yet meet expectations,Did not yet meet expectations,uri://ed-fi.org/PerformanceLevelDescriptor,Did not yet meet expectations
Met expectations,Met expectations,uri://ed-fi.org/PerformanceLevelDescriptor,Met expectations
Yes,Yes,uri://ed-fi.org/PerformanceLevelDescriptor,Yes
No,No,uri://ed-fi.org/PerformanceLevelDescriptor,No
Lower than Average,Lower than Average,uri://ed-fi.org/PerformanceLevelDescriptor,Lower than Average
Average,Average,uri://ed-fi.org/PerformanceLevelDescriptor,Average
Higher than Average,Higher than Average,uri://ed-fi.org/PerformanceLevelDescriptor,Higher than Average
