codeValue,description,namespace,shortDescription
Fall,Fall,uri://renaissance.com/AssessmentPeriodDescriptor,Fall
Winter,Winter,uri://renaissance.com/AssessmentPeriodDescriptor,Winter
Spring,Spring,uri://renaissance.com/AssessmentPeriodDescriptor,Spring
