assessmentIdentifier,edfi_descriptor
beacon_ela_adaptive,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts
beacon_ela_fixed,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts
beacon_ela_testlet,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts
beacon_math_adaptive,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics
beacon_math_fixed,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics
beacon_math_testlet,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics
