codeValue,description,namespace,shortDescription
Scale Score,Scale Score,uri://datarecognitioncorp.com/AssessmentReportingMethodDescriptor,Scale Score
SEM,SEM,uri://datarecognitioncorp.com/AssessmentReportingMethodDescriptor,SEM
Achievement Level,Achievement Level,uri://datarecognitioncorp.com/AssessmentReportingMethodDescriptor,Achievement Level
