assessmentIdentifier,edfi_descriptor
beacon_ela_adaptive,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim
beacon_ela_fixed,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim
beacon_ela_testlet,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim
beacon_math_adaptive,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim
beacon_math_fixed,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim
beacon_math_testlet,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim
