codeValue,description,namespace,shortDescription
F,Fall,uri://ed.sc.gov/PerformanceTaskAssessment/AssessmentPeriodDescriptor,Fall
W,Winter,uri://ed.sc.gov/PerformanceTaskAssessment/AssessmentPeriodDescriptor,Winter
S,Spring,uri://ed.sc.gov/PerformanceTaskAssessment/AssessmentPeriodDescriptor,Spring
