codeValue,description,namespace,shortDescription
UND,Undefined,uri://idoe.gov/ILEARN/assessment/PerformanceLevelDescriptor,Undefined
Below Proficiency,Below Proficiency,uri://idoe.gov/ILEARN/assessment/PerformanceLevelDescriptor,Below Proficiency
Approaching Proficiency,Approaching Proficiency,uri://idoe.gov/ILEARN/assessment/PerformanceLevelDescriptor,Approaching Proficiency
At Proficiency,At Proficiency,uri://idoe.gov/ILEARN/assessment/PerformanceLevelDescriptor,At Proficiency
Above Proficiency,Above Proficiency,uri://idoe.gov/ILEARN/assessment/PerformanceLevelDescriptor,Above Proficiency
No,No,uri://idoe.gov/ILEARN/assessment/PerformanceLevelDescriptor,No
Yes,Yes,uri://idoe.gov/ILEARN/assessment/PerformanceLevelDescriptor,Yes
