Assessment,assessmentTitle,namespace,assessmentCategoryDescriptor,academicSubjectDescriptor,assessmentFamily
AP,Advanced Placement,uri://collegeboard.org,uri://collegeboard.org/AssessmentCategoryDescriptor#Advanced Placement,uri://ed-fi.org/AcademicSubjectDescriptor#Composite,Advanced Placement
