assessmentIdentifier,assessmentTitle,assessmentFamily,namespace,assessmentCategoryDescriptor
Fountas_and_Pinnell,Fountas and Pinnell,Fountas and Pinnell,uri://fountasandpinnell.com/bas,uri://fountasandpinnell.com/bas/AssessmentCategoryDescriptor#Early Learning - Language and literacy development
