assessmentIdentifier,namespace,assessmentCategoryDescriptor,academicSubjectDescriptor
DIAL3_4,uri://pearson.com/DIAL4,uri://pearson.com/DIAL4/AssessmentCategoryDescriptor#Kindergarten Readiness,uri://ed-fi.org/AcademicSubjectDescriptor#Readiness
