assessmentIdentifier,assessmentTitle,namespace,assessmentCategoryDescriptor,academicSubjectDescriptor
Istation,ISIP Reading,uri://istation.com,uri://ed-fi.org/AssessmentCategoryDescriptor#Reading readiness test,uri://ed-fi.org/AcademicSubjectDescriptor#Reading
