codeValue,description,namespace,shortDescription
Score,Reading ability score,uri://istation.com/AssessmentReportingMethodDescriptor,Score
Percentile,Student's percentile rank compared to students nationwide,uri://istation.com/AssessmentReportingMethodDescriptor,Percentile
Level,Performance level determined by the student's percentile rank compared to students nationwide,uri://istation.com/AssessmentReportingMethodDescriptor,Level
