codeValue,description,namespace,shortDescription,data_type,is_deprecated,score_or_performance
English,English,uri://www.nwea.org/mapFluency/administrationLanguageDescriptor,English
Spanish,Spanish,uri://www.nwea.org/mapFluency/administrationLanguageDescriptor,English
