assessmentIdentifier,assessmentTitle,namespace,assessmentCategoryDescriptor
NWEA-Map-Fluency,NWEA Map Fluency,uri://www.nwea.org/mapFluency,uri://ed-fi.org/AssessmentCategoryDescriptor#Other
