assessmentIdentifier,codeValue,description,namespace,shortDescription
FastBridge_COMPefficiency,lowRisk,Low Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,Low Risk
FastBridge_COMPefficiency,someRisk,Some Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,Some Risk
FastBridge_COMPefficiency,highRisk,High Risk,uri://fastbridge.org/assessment/PerformanceLevelDescriptor,High Risk
