codeValue,description,namespace,shortDescription
Fall,Fall,<NAMESPACE_PREFIX>/IowaAssessments/AssessmentPeriodDescriptor,Fall
MidYear,MidYear,<NAMESPACE_PREFIX>/IowaAssessments/AssessmentPeriodDescriptor,MidYear
Spring,Spring,<NAMESPACE_PREFIX>/IowaAssessments/AssessmentPeriodDescriptor,Spring
