codeValue,description,namespace,shortDescription
WKPP,WorkKeys Paper and Pencil,uri://act.org/Assessments/ACTWorkKeys/PlatformTypeDescriptor,WorkKeys Paper and Pencil
WKIV,WorkKeys Internet Version (Online),uri://act.org/Assessments/ACTWorkKeys/PlatformTypeDescriptor,WorkKeys Internet Version (Online)
