assessmentIdentifier,assessmentTitle,assessmentFamily,namespace,assessmentCategoryDescriptor
ASVAB,Armed Services Vocational Aptitude Battery,ASVAB,uri://officialasvab.com,uri://officialasvab.com/AssessmentCategoryDescriptor#Aptitude test
