assessmentIdentifier,edfi_descriptor
MAP_Growth_Mathematics,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics
MAP_Growth_Reading,uri://ed-fi.org/AcademicSubjectDescriptor#Reading
MAP_Growth_Science,uri://ed-fi.org/AcademicSubjectDescriptor#Science
MAP_Screening_Mathematics,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics
MAP_Screening_Reading,uri://ed-fi.org/AcademicSubjectDescriptor#Reading
MAP_Screening_Science,uri://ed-fi.org/AcademicSubjectDescriptor#Science
