assessmentIdentifier,edfi_descriptor
MAP_Growth_Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Other
MAP_Growth_Reading,uri://ed-fi.org/AssessmentCategoryDescriptor#Other
MAP_Growth_Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Other
MAP_Screener_Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Other
MAP_Screener_Reading,uri://ed-fi.org/AssessmentCategoryDescriptor#Other
MAP_Screener_Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Other
