codeValue,description,namespace,shortDescription
Scale Score,The assessment is reported using a scale score.,uri://avantassessment.com/AssessmentReportingMethodDescriptor,Scale Score
Performance Level,The assessment is reported using performance levels.,uri://avantassessment.com/AssessmentReportingMethodDescriptor,Performance Level
Composite Score,The assessment is reported using a scale score.,uri://avantassessment.com/AssessmentReportingMethodDescriptor,Composite Score
