assessmentIdentifier,assessmentTitle,namespace,assessmentCategoryDescriptor,academicSubjectDescriptor,whenAssessedGradeLevelDescriptor,assessmentReportingMethodDescriptor
KRA,Kindergarten Readiness Assessment,uri://ed-fi.org,uri://ed-fi.org/AssessmentCategoryDescriptor#Prekindergarten Readiness,uri://ed-fi.org/AcademicSubjectDescriptor#Composite,uri://ed-fi.org/GradeLevelDescriptor#Kindergarten,Scale Score
