codeValue,description,namespace,shortDescription
ScaleScore,The assessment is reported using a scale score.,uri://ed.sc.gov/KRA,Scale Score
PerformanceLevel,The assessment is reported using performance levels.,uri://ed.sc.gov/KRA,Performance Level
