codeValue,description,namespace,shortDescription
SocialFoundations,Social Foundations,uri://ed.sc.gov/AcademicSubjectDescriptor,Social Foundations
LanguageAndLiteracy,Language and Literacy,uri://ed.sc.gov/AcademicSubjectDescriptor,Language and Literacy
Mathematics,Mathematics,uri://ed.sc.gov/AcademicSubjectDescriptor,Mathematics
PhysicalWellBeingAndMotorDevelopment,Physical Well-Being and Motor Development,uri://ed.sc.gov/AcademicSubjectDescriptor,Physical Well-Being and Motor Development
Overall,This is the overall scale score that determines a student's performance level.,uri://ed.sc.gov/AcademicSubjectDescriptor,Overall
