codeValue,description,namespace,shortDescription
Low,1,uri://datarecognitioncorp.com/PerformanceLevelDescriptor,1
Middle,2,uri://datarecognitioncorp.com/PerformanceLevelDescriptor,2
High,3,uri://datarecognitioncorp.com/PerformanceLevelDescriptor,3
