codeValue,description,namespace,shortDescription
Raw Score,Raw Score,uri://teachingstrategies.com/product/gold/AssessmentReportingMethodDescriptor,Raw Score
Scale Score,Scale Score,uri://teachingstrategies.com/product/gold/AssessmentReportingMethodDescriptor,Scale Score
WHE,WHE,uri://teachingstrategies.com/product/gold/AssessmentReportingMethodDescriptor,WHE
NN,NN,uri://teachingstrategies.com/product/gold/AssessmentReportingMethodDescriptor,NN
K-Readiness,K-Readiness,uri://teachingstrategies.com/product/gold/AssessmentReportingMethodDescriptor,K-Readiness
