codeValue,description,namespace,shortDescription
Normal,Normal,uri://pearsonassessments.com/PerformanceLevelDescriptor,Normal
Elevated,Elevated,uri://pearsonassessments.com/PerformanceLevelDescriptor,Elevated
Extremely Elevated,Extremely Elevated,uri://pearsonassessments.com/PerformanceLevelDescriptor,Extremely Elevated
Normal Risk,Normal Risk,uri://pearsonassessments.com/PerformanceLevelDescriptor,Normal Risk
Elevated Risk,Elevated Risk,uri://pearsonassessments.com/PerformanceLevelDescriptor,Elevated Risk
Extremely Elevated Risk,Extremely Elevated Risk,uri://pearsonassessments.com/PerformanceLevelDescriptor,Extremely Elevated Risk
